archive_entry_count,archive_file_count,archive_uncompressed_file_bytes,artifact_type,build_admission_disposition,build_receipt,bytes,commit,extracted_closure_sha256,extracted_file_bytes,extracted_file_count,extracted_path,id,local_verification,path,recorded_at,repository,responsible_workflow,rights_component_id,rights_component_ids,schema_name,schema_version,sha256,source_url,status,supersedes_id,toolchain
,,,deterministic_computation_result,,Ten numerical cases solved with maximum violation 0.0; overtime remains parameter_required and investment remains design_unresolved; second replay byte-identical.,5492,,,,,,artifact.o018.ch04-results,pass,source/o018-open-solver-lab/ch04-compact-modeling-replacements/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,6e7eb96529ba2d7a3f66f89cda8ca34305b52c542cd5e2c0f0cc3564cf817954,,verified,,Pyomo 6.10.1 + highspy/HiGHS 1.15.1 + NumPy 2.5.2
,,,verification_log,,"CHECK_OK, 19 passing tests, and deterministic second replay recorded.",1537,,,,,,artifact.o018.ch04-verification-log,pass,source/o018-open-solver-lab/ch04-compact-modeling-replacements/verification.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,a958ae6bc854fe0976854b1593e10d655966c9d02c23da5fcbfa8e765b39e708,,verified,,O018 Chapter 4 test and deterministic check log
,,,verification_receipt,,"19/19 tests; ten solves; 12 total case records; 36-file source closure; six deduplicated divergences; rights, imports, deterministic replay, and receipt inventory pass.",4315,,,,,,artifact.o018.ch04-verification-receipt,pass,source/o018-open-solver-lab/ch04-compact-modeling-replacements/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,e740ef581d6201d415ede348b0188c6f357eb28b45236d6031045896af520f02,,verified,,offline hash-locked O018 Chapter 4 verification
,,,deterministic_computation_result,,"Nineteen scenarios across 17 exercises; 16 executable exercises, one parameter-required proof exercise, maximum violation 0.0; deterministic result replay.",30221,,,,,,artifact.o018.ch05-results,pass,source/o018-open-solver-lab/ch05-graphical-lp/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,6d019b95409f1c1d78200a49ee9cf42754e5e698ad15d1eddac699ec23806e40,,verified,,Pyomo 6.10.1 + highspy/HiGHS 1.15.1 + NumPy 2.5.2
,,,verification_log,,"Two CHECK_OK runs, two 18-test passing runs, two receipt checks, deterministic results/plot closure, and fail-closed visible provenance drift coverage recorded.",1338,,,,,,artifact.o018.ch05-verification-log,pass,source/o018-open-solver-lab/ch05-graphical-lp/verification.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,008ebeb116a7478a4db91ddd9a4cbfe5b4ab6ccff7b11f95705bc4dc3011a8b7,,verified,,O018 Chapter 5 test and deterministic check log
,,,verification_receipt,,"18/18 tests on each of two runs; 19/19 solves classified; source and localized hashes, visible attribution claims, provenance, rights, deterministic replay, and 18 accessible SVG inventories pass fail-closed drift checks.",10641,,,,,,artifact.o018.ch05-verification-receipt,pass,source/o018-open-solver-lab/ch05-graphical-lp/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,04c1d8f9a45eff1c9f046a3cc2ae044964a3beae4f82df49766b5cb86d4d9410,,verified,,offline hash-locked O018 Chapter 5 verification
,,,deterministic_computation_result,,"Twelve exercises verified; five solver calls, four optimal and one infeasible; maximum violation 0.0; deterministic result replay.",15146,,,,,,artifact.o018.ch06-results,pass,source/o018-open-solver-lab/ch06-formal-mathematics/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,c2559401de6e5206c7590b02abfc433d80391103c1cadf36dfbd9b345f121f71,,verified,,exact rational checks + NumPy 2.5.2 + Pyomo 6.10.1 + highspy/HiGHS 1.15.1
,,,verification_log,,"Two complete successful replays with 21 tests, receipt verification, zero violations, and deterministic results/plot closure recorded.",1905,,,,,,artifact.o018.ch06-verification-log,pass,source/o018-open-solver-lab/ch06-formal-mathematics/verification.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,b9ec9c8cde93bcbacb9bbe94865bb58dce92ff08cb0468113184a551dea1ed0d,,verified,,O018 Chapter 6 test and deterministic check log
,,,verification_receipt,,"Two deterministic result replays, two 21-test runs, two receipt checks, four frozen source witnesses, five accessible SVGs, provenance, and rights pass.",6581,,,,,,artifact.o018.ch06-verification-receipt,pass,source/o018-open-solver-lab/ch06-formal-mathematics/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,e2415cf161c62d2dffe3c74e2c82738f8a01aa2a465a3617d96e55de8ccaccc0,,verified,,offline hash-locked O018 Chapter 6 verification
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch10-sensitivity-analysis/verification-receipt.json,26015,,,,,,artifact.o018.ch10.results,pass,source/o018-open-solver-lab/ch10-sensitivity-analysis/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,e80afc3bd38f6373be73a1a5a1da1bc386af99eace13248bec26d6e8bb857db4,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch10-sensitivity-analysis/verification-receipt.json,6394,,,,,,artifact.o018.ch10.verification-receipt,pass,source/o018-open-solver-lab/ch10-sensitivity-analysis/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,23301c3130087f90ad2bee96c150cf83f4381ef6b9bc66f6046569e369c799bd,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch11-duality/verification-receipt.json,38721,,,,,,artifact.o018.ch11.results,pass,source/o018-open-solver-lab/ch11-duality/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,fac7a8b626acc4c108dcb04ecd3971f7d14a47a23f0c52254519e1ebb87654a4,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch11-duality/verification-receipt.json,7398,,,,,,artifact.o018.ch11.verification-receipt,pass,source/o018-open-solver-lab/ch11-duality/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,1b6a1b14c0a557fa211342c3663a8dbe46cb186e0599da4ebc4dec668a358967,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch12-python-workflow/verification-receipt.json,23487,,,,,,artifact.o018.ch12.results,pass,source/o018-open-solver-lab/ch12-python-workflow/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,697c7bcf5b134a9067e7d25180c9b38e14a4461285cd65ce03fc05cdf216937d,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch12-python-workflow/verification-receipt.json,5086,,,,,,artifact.o018.ch12.verification-receipt,pass,source/o018-open-solver-lab/ch12-python-workflow/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,366302449758c0acbaefeda0d638c4fe011f2b2e08f6a34b141343b57d0e4cdf,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch13-multiobjective/verification-receipt.json,35837,,,,,,artifact.o018.ch13.results,pass,source/o018-open-solver-lab/ch13-multiobjective/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,e38b0ec15b4f9825101dc0bfc12ea0d6f0fc962de2ab130191f2e6c1ab6535d8,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch13-multiobjective/verification-receipt.json,6896,,,,,,artifact.o018.ch13.verification-receipt,pass,source/o018-open-solver-lab/ch13-multiobjective/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,a84952a0f0a706f115135c06f5da25d1494d8015190555b3631027907b1b37b2,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch14-graph-algorithms/verification-receipt.json,24177,,,,,,artifact.o018.ch14.results,pass,source/o018-open-solver-lab/ch14-graph-algorithms/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,6e9fa65517c722c749aa2805ab852bf8aaf5c77eaf46c5d6500b63bdc7e0af2c,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch14-graph-algorithms/verification-receipt.json,5805,,,,,,artifact.o018.ch14.verification-receipt,pass,source/o018-open-solver-lab/ch14-graph-algorithms/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,12adf711935c6009170043a6570aae16550def4731fc85d788fa187b34db4e11,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,deterministic_computation_result,,source/o018-open-solver-lab/ch15-integer-programming/verification-receipt.json,23043,,,,,,artifact.o018.ch15.results,pass,source/o018-open-solver-lab/ch15-integer-programming/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,00617ba0cc79ea0f78c7dd1ac8efff8513660b0fa2764966a0b7882a45cbfeb3,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,verification_receipt,,source/o018-open-solver-lab/ch15-integer-programming/verification-receipt.json,6869,,,,,,artifact.o018.ch15.verification-receipt,pass,source/o018-open-solver-lab/ch15-integer-programming/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.o018.prose-data"",""rights.o018.code""]",interlanguage.artifact,0.1.0,0ff668ab2a325f63ef0d1881e74ea29f4dc31ee31fb7437d42ce709dcfa07742,,verified,,Python standard library; Pyomo; HiGHS where applicable
,,,dependency_install_log,,Offline hash-locked wheel installation succeeded.,1238,,,,,,artifact.o018.offline-install-log,pass,qa/o018-lock-install-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,7f66ad8e55f1757e601ea029906fc385156fe970ab567689b36cc6ac8f91189e,,verified,,pip --no-index --find-links --require-hashes
,,,test_log,,Three tests passed; zero failed.,401,,,,,,artifact.o018.offline-test-log,pass,qa/o018-lock-test-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,2974ad7cc8d001736e36d16d0c8e1662d32a73de4630a30063b38185593530fd,,verified,,Python unittest after offline install
,,,deterministic_computation_result,,LP and integer objective 188; second run byte-identical.,775,,,,,,artifact.o018.results,pass,source/o018-open-solver-lab/ch01-shirt-ordering/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,072e0e4fea8dd76a931dae1d2190605be6b015db7d19765a84d775d77fc82dbf,,verified,,Pyomo 6.10.1 + highspy/HiGHS 1.15.1
,,,computation_log,,Successful LP and integer run evidence.,813,,,,,,artifact.o018.run-replay-log,pass,qa/o018-ch01-run-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,a453a43fdde91b59e82d2bca314056fbf447084080c4afbcee3c0442c5bda058,,verified,,O018 final replay
,,,runtime_receipt,,"Binds platform, package wheels, test counts, deterministic result hash, and offline replay.",1952,,,,,,artifact.o018.runtime-receipt,pass,source/o018-open-solver-lab/runtime-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,627cc1a3cbeec61635f61adff047478616e8d1de59161d632acf15372467fe7d,,verified,,CPython runtime inventory and verification receipt
,,,deterministic_computation_result,,All 38 exercises verified; 16 solver calls comprise 15 optimal and one unbounded classification; maximum violation 0; deterministic replay.,110132,,,,,,artifact.o018.simplex-results,pass,source/o018-open-solver-lab/ch07-ch09-simplex/results.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,0d33eda2ba7d99fde16519aed4920d7c6d478a2f2cb7d376a5e77f82968151e6,,verified,,exact rational checks + Pyomo 6.10.1 + highspy/HiGHS 1.15.1
,,,verification_log,,"Two complete successful replays with 28 tests each, receipt verification, zero violations, and deterministic results/plot closure recorded.",1370,,,,,,artifact.o018.simplex-verification-log,pass,source/o018-open-solver-lab/ch07-ch09-simplex/verification.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,a9183efac44f864bf5b590c97b60be8b0cc19113c4dc40eadaeafdffe4cf1a41,,verified,,O018 simplex test and deterministic replay log
,,,verification_receipt,,"Twelve live R017 source witnesses, 38 exercises, two 28-test runs, 16 solver calls, three accessible SVGs, provenance, rights, and receipt inventory pass.",9578,,,,,,artifact.o018.simplex-verification-receipt,pass,source/o018-open-solver-lab/ch07-ch09-simplex/verification-receipt.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.o018.prose-data,,interlanguage.artifact,0.1.0,53abc5c654191ad1b861bc58a7cf12c52bf9a65ac61724bb19d4485922f9972b,,verified,,offline hash-locked O018 simplex verification
,,,source_archive,,3073 regular files; 321674926 uncompressed bytes; no duplicate or unsafe paths,256622275,,,,,,artifact.r017.authority-archive,,authority/archives/open-optimization-or-book-1745df89b608899f66983834fa4ec8c8910d18ff.zip,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,4bee88ed3af700b16d5643a3c18b9846244d3467eec7f4fb1f009a782b9143fc,,verified,,official GitHub commit archive; verified ZIP inventory
,,,deterministic_build_script,,qa/book1-final-qa-report.json,3017,,,,,,artifact.r017.book1.id-id.build-entrypoint,pass,source/Intro-Math-Programming/baseText/book/build-book1-id.ps1,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.code""]",interlanguage.artifact,0.1.0,9d23602d2b1771bd56c72688459ea2b727f8b65288d6bca7fd9477df854c4ec3,,verified,,PowerShell
,,,clean_replay_reader_pdf,,qa/book1-final-qa-report.json,26425739,,,,,,artifact.r017.book1.id-id.clean-replay-pdf,pass,qa/book1-final-replay-id4/book1-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.content""]",interlanguage.artifact,0.1.0,daa9b79df3684729cc204b563669f400866d8fbd12c0977d32ff9897276a7a49,,byte_identical_replay,,MiKTeX-pdfTeX 4.27.0 (1.40.29); Biber; MakeIndex; PowerShell deterministic build entrypoint
,,,latex_controller,,qa/book1-final-qa-report.json,31847,,,,,,artifact.r017.book1.id-id.controller,pass,source/Intro-Math-Programming/baseText/book/book1-main.tex,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.code""]",interlanguage.artifact,0.1.0,552e0b020893167c51baffce453dd574404c97c59da1631e43e055b95316a556,,verified,,LaTeX
,,,reader_pdf,,qa/book1-final-qa-report.json,26425739,,,,,,artifact.r017.book1.id-id.final-pdf,pass,output/book1-pdf/book1-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.content"",""rights.thirdparty.lyryx-kuttler"",""rights.thirdparty.lippman"",""rights.thirdparty.lippman-sam-beebe"",""rights.thirdparty.knapsack-wikimedia"",""rights.thirdparty.konigsberg-wikimedia"",""rights.thirdparty.petersen-public-domain""]",interlanguage.artifact,0.1.0,daa9b79df3684729cc204b563669f400866d8fbd12c0977d32ff9897276a7a49,,visually_checked,,MiKTeX-pdfTeX 4.27.0 (1.40.29); Biber; MakeIndex; PowerShell deterministic build entrypoint
,,,pdf_qa_report,,qa/book1-final-qa-report.json,30770,,,,,,artifact.r017.book1.id-id.final-pdf-qa,pass,qa/book1-final-qa-report.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.code""]",interlanguage.artifact,0.1.0,d914ab157350571779a9e4bca62a1b02031560ccda19f00b08c4d61fda5b15b0,,verified,,qa/book1-final-verify.py; pypdf; Poppler
,,,pdf_verifier,,qa/book1-final-qa-report.json,12099,,,,,,artifact.r017.book1.id-id.final-verifier,pass,qa/book1-final-verify.py,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,"[""rights.r017.code""]",interlanguage.artifact,0.1.0,78449d8a73fc46715bd9bcb5a4f58c6a890fee3f60a5864c051139e054c4dc31,,verified,,Python; pypdf; Poppler
,,,build_log,,"Zero unresolved-reference, unresolved-citation, duplicate-destination, overfull-box, fatal-error, emergency-stop, or missing-glyph hits.",365124,,,,,,artifact.r017.ch02-build-log,pass,qa/ch02-build-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,d91c2c6142aa9d30e76fd5674449e51be99d129c30c354f20f9e26a1b46db5e4,,verified,,second forced cumulative replay
,,,localized_cumulative_pdf,,87 pages; deterministic fixed trailer ID; /Lang id-ID; localized title/subject/author/keywords; clean delimiter extraction; all fonts embedded with Unicode mapping; Tagged=no; no PDF/UA claim.,738223,,,,,,artifact.r017.ch02-cumulative-pdf,pass,output/through-ch02-pdf/book1-through-ch02-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,7c7b32bcc69a0d43fe25bde5bd3a7aa83ba1462d75178599ea1f5017af2e3b3b,,verified,,pdfLaTeX/Biber localized cumulative Chapter 2 controller
,,,build_log,,"Zero unresolved-reference, unresolved-citation, duplicate-destination, overfull-box, fatal-error, emergency-stop, or missing-glyph hits.",428089,,,,,,artifact.r017.ch03-build-log,pass,qa/ch03-build-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,572170c03357c99766d4a57039633fc891017d278f890c02abd074285af99add,,verified,,canonical fixed-trailer replay
,,,localized_cumulative_pdf,,"105 pages; two isolated clean builds and the canonical build byte-identical; /Lang id-ID; localized title, subject, author, keywords, bibliography strings, and day/month/year access dates; eight Chapter 3 image descriptions exposed as ActualText; Tagged=no; final visual/navigation verdict recorded separately.",1778693,,,,,,artifact.r017.ch03-cumulative-pdf,pass,output/through-ch03-pdf/book1-through-ch03-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,b0f23f4826503bab9dd1547916885e6075125f8e991a3a4c10a75fdcbd29a0a9,,verified,,pdfLaTeX/Biber localized cumulative Chapter 3 controller
,,,workbook_localization_receipt,,Three workbooks localized; formula cells preserved; zero formula errors; all three worksheets rendered and visually inspected.,2502,,,,,,artifact.r017.ch03-workbook-localization-receipt,pass,00_control/CHAPTER03_WORKBOOK_LOCALIZATION.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.code,,interlanguage.artifact,0.1.0,fc0be361903eb7fb460bad89aa9449421599c1bfe6f0e874fceba44a306ce039,,verified,,artifact-tool spreadsheet localization and render verification
,,,build_log,,"Zero unresolved-reference, unresolved-citation, duplicate-destination, overfull-box, fatal-error, emergency-stop, or missing-glyph hits.",689593,,,,,,artifact.r017.ch04-build-log,pass,qa/ch04-build-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,6d46ad0acce55809d8ca57cf4f556cdcb0662ea8ae96cc8d74ed470f15d090df,,verified,,canonical fixed-trailer Chapter 4 replay
,,,localized_cumulative_pdf,,157 pages; a separate fresh clean build reproduced the canonical PDF byte-for-byte; exact build-controller witness was 20895 bytes and SHA-256 532c67baef32ad937f9922b49708fe89f4e29b60e0774e392b28c5735d7dd68d; /Lang id-ID; fonts embedded with ToUnicode; figure descriptions exposed as ActualText; Tagged=no; final visual/navigation verdict recorded separately.,2030213,,,,,,artifact.r017.ch04-cumulative-pdf,pass,output/through-ch04-pdf/book1-through-ch04-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,bc5c79e9c5aae8092a87283db1c0d5ee0173d3a06dfe338904d8b360593062c4,,verified,,pdfLaTeX/Biber localized cumulative Chapter 4 controller
,,,workbook_localization_receipt,,"Eight workbooks and 11 sheets; 200 reader-visible cells localized; 64 formulas preserved; zero formula errors; topology, styles, renders, and deterministic bytes verified; authority divergences retained explicitly.",15543,,,,,,artifact.r017.ch04-workbook-localization-receipt,pass,00_control/CHAPTER04_WORKBOOK_LOCALIZATION.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.code,,interlanguage.artifact,0.1.0,50820039c6689e19dccd0d958172e6bd243736d1cc9636434f7e63dac6b4ca90,,verified,,@oai/artifact-tool 2.8.6+ targeted OOXML localization and deterministic package normalization
